pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_rade
HD 2039,b,Radial Velocity,1183.00000000,2.200000,0.670000,4.90000,,,,6.084491,-56.650047,89.85,8.987,5680.00,0.99,1.37,HD 2039,HIP 1931,
HD 204313,b,Radial Velocity,1931.00000000,3.082000,0.131000,4.05000,,,,322.050873,-21.726255,47.30,8.020,5630.00,0.97,1.15,HD 204313,HIP 106006,
HD 204313,c,Radial Velocity,34.87300000,0.210300,0.170000,0.05400,,,,322.050873,-21.726255,47.30,8.020,5630.00,0.97,1.15,HD 204313,HIP 106006,
HD 204941,b,Radial Velocity,1733.00000000,2.560000,0.370000,0.26600,,,,323.097961,-20.957422,26.95,8.420,5010.00,0.76,0.75,HD 204941,HIP 106353,
HD 205739,b,Radial Velocity,279.80000000,0.896000,0.270000,1.37000,,,,324.535034,-31.737484,90.33,8.544,6090.00,1.18,1.42,HD 205739,HIP 106824,
HD 206610,b,Radial Velocity,610.00000000,1.680000,0.229000,2.20000,,,,325.853760,-7.408253,170.07,8.346,4780.00,,5.68,HD 206610,HIP 107251,
HD 20781,b,Radial Velocity,29.15000000,0.169000,0.110000,0.03790,,,,50.012260,-28.783834,35.89,8.443,5230.00,0.82,0.87,HD 20781,HIP 15526,
HD 20781,c,Radial Velocity,85.13100000,0.345600,0.280000,0.04960,,,,50.012260,-28.783834,35.89,8.443,5230.00,0.82,0.87,HD 20781,HIP 15526,
HD 20782,b,Radial Velocity,591.90000000,1.381000,0.970000,1.90000,,,,50.014908,-28.854071,36.02,7.367,5770.00,1.05,1.11,HD 20782,HIP 15527,
HD 207832,b,Radial Velocity,161.97000000,0.570000,0.130000,0.56000,,,,328.151184,-26.026560,55.31,8.786,5710.00,0.94,0.90,HD 207832,HIP 107985,
HD 207832,c,Radial Velocity,1155.70000000,2.112000,0.270000,0.73000,,,,328.151184,-26.026560,55.31,8.786,5710.00,0.94,0.90,HD 207832,HIP 107985,
HD 20794,b,Radial Velocity,18.31500000,0.120700,0.000000,0.00850,,,,49.981876,-43.069782,6.06,4.270,5530.00,,0.87,HD 20794,HIP 15510,
HD 20794,c,Radial Velocity,40.11400000,0.203600,0.000000,0.00755,,,,49.981876,-43.069782,6.06,4.270,5530.00,,0.87,HD 20794,HIP 15510,
HD 20794,d,Radial Velocity,90.30900000,0.349900,0.000000,0.01510,,,,49.981876,-43.069782,6.06,4.270,5530.00,,0.87,HD 20794,HIP 15510,
HD 208487,b,Radial Velocity,123.00000000,0.490000,0.320000,0.45000,,,,329.332703,-37.763622,43.99,7.471,6070.00,1.18,1.14,HD 208487,HIP 108375,
HD 20868,b,Radial Velocity,380.85000000,0.947000,0.750000,1.99000,,,,50.177895,-33.730103,44.50,9.928,4590.00,0.68,0.82,HD 20868,HIP 15578,
HD 209458,b,Radial Velocity,3.52474859,0.047470,0.000000,0.71400,0.36200,86.590,,330.794891,18.884319,47.08,7.632,6065.00,1.15,1.16,HD 209458,HIP 108859,15.468
HD 210277,b,Radial Velocity,442.10000000,1.100000,0.472000,1.23000,,,,332.374451,-7.548654,21.29,6.530,5410.00,0.88,1.14,HD 210277,HIP 109378,
HD 210702,b,Radial Velocity,354.80000000,1.200000,0.094000,1.90000,,,,332.963867,16.040550,55.93,5.950,4967.00,1.68,5.10,HD 210702,HIP 109577,
HD 212301,b,Radial Velocity,2.44571500,0.036000,0.000000,0.45000,,,,336.878845,-77.717926,52.72,7.764,6080.00,1.18,1.19,HD 212301,HIP 110852,
HD 212771,b,Radial Velocity,373.30000000,1.220000,0.111000,2.30000,,,,336.762787,-17.263659,121.80,7.596,5080.00,0.78,4.76,HD 212771,HIP 110813,
HD 213240,b,Radial Velocity,951.00000000,2.030000,0.450000,4.50000,,,,337.751526,-49.433270,40.75,6.814,5850.00,1.09,1.57,HD 213240,HIP 111143,
HD 215152,b,Radial Velocity,7.28250000,0.065200,0.340000,0.00870,,,,340.838745,-6.400821,21.52,8.130,4860.00,0.73,0.75,HD 215152,HIP 112190,
HD 215152,c,Radial Velocity,10.86600000,0.085200,0.380000,0.00970,,,,340.838745,-6.400821,21.52,8.130,4860.00,0.73,0.75,HD 215152,HIP 112190,
HD 215456,b,Radial Velocity,191.99000000,0.652000,0.150000,0.10100,,,,341.533478,-48.978821,38.64,6.629,5760.00,1.05,1.68,HD 215456,HIP 112414,
HD 215456,c,Radial Velocity,2277.00000000,3.394000,0.190000,0.24600,,,,341.533478,-48.978821,38.64,6.629,5760.00,1.05,1.68,HD 215456,HIP 112414,
HD 215497,b,Radial Velocity,3.93000000,,,0.01700,,,,341.653137,-56.599533,43.53,8.950,4910.00,0.74,1.01,HD 215497,HIP 112441,
HD 215497,c,Radial Velocity,567.00000000,,,0.33000,,,,341.653137,-56.599533,43.53,8.950,4910.00,0.74,1.01,HD 215497,HIP 112441,
HD 216435,b,Radial Velocity,1311.00000000,2.560000,0.070000,1.26000,,,,343.408051,-48.598286,33.29,6.040,5820.00,1.07,1.85,HD 216435,HIP 113044,
HD 216437,b,Radial Velocity,1294.00000000,2.700000,0.340000,2.10000,,,,343.664520,-70.073708,26.52,6.050,5680.00,1.00,1.56,HD 216437,HIP 113137,
HD 216770,b,Radial Velocity,118.45000000,0.460000,0.370000,0.65000,,,,343.973785,-26.658764,37.89,8.094,5170.00,0.80,1.12,HD 216770,HIP 113238,
HD 21693,b,Radial Velocity,22.65600000,0.148400,0.260000,0.03220,,,,51.802010,-58.323681,32.31,7.940,5350.00,0.85,0.93,HD 21693,HIP 16085,
HD 21693,c,Radial Velocity,53.88100000,0.264400,0.240000,0.06472,,,,51.802010,-58.323681,32.31,7.940,5350.00,0.85,0.93,HD 21693,HIP 16085,
HD 217107,b,Radial Velocity,7.12689000,0.073000,0.132000,1.33000,,,,344.564758,-2.395385,19.72,6.160,5440.00,0.89,1.23,HD 217107,HIP 113421,
HD 217107,c,Radial Velocity,4210.00000000,5.270000,0.517000,2.49000,,,,344.564758,-2.395385,19.72,6.160,5440.00,0.89,1.23,HD 217107,HIP 113421,
HD 217786,b,Radial Velocity,1319.00000000,2.380000,0.400000,13.00000,,,,345.784180,-0.429622,54.92,7.779,5960.00,1.12,1.29,HD 217786,HIP 113834,
HD 218566,b,Radial Velocity,225.70000000,0.687300,0.300000,0.21000,,,,347.294708,-2.260742,29.94,8.628,4820.00,0.72,0.86,HD 218566,HIP 114322,
HD 219415,b,Radial Velocity,2093.30000000,3.200000,0.400000,1.00000,,,,348.724274,56.730328,,,4820.00,1.00,2.90,HD 219415,,
HD 219449,b,Radial Velocity,182.00000000,0.300000,,2.90000,,,,348.972900,-9.087737,45.52,4.250,4580.00,,12.32,HD 219449,HIP 114855,
HD 219828,b,Radial Velocity,3.83350000,0.052000,0.000000,0.06600,,,,349.694733,18.645720,81.10,8.008,5660.00,0.99,1.95,HD 219828,HIP 115100,
HD 220689,b,Radial Velocity,2191.00000000,,0.200000,1.18622,,,,351.470795,-20.616030,45.23,7.758,5900.00,1.11,1.10,HD 220689,HIP 115662,
HD 220773,b,Radial Velocity,3724.70000000,4.940000,0.510000,1.45000,,,,351.614349,8.643845,48.43,7.096,5840.00,1.09,1.64,HD 220773,HIP 115697,
HD 221287,b,Radial Velocity,456.10000000,1.250000,0.080000,3.09000,,,,352.834747,-58.209732,52.88,7.807,6260.00,1.24,1.10,HD 221287,HIP 116084,
HD 222582,b,Radial Velocity,572.38000000,1.350000,0.725000,7.75000,,,,355.464722,-5.985757,41.95,7.691,5720.00,1.02,1.14,HD 222582,HIP 116906,
HD 224693,b,Radial Velocity,26.73000000,0.233000,0.050000,0.71000,,,,359.974304,-22.428114,94.07,8.216,5700.00,1.00,2.02,HD 224693,HIP 118319,
HD 22781,b,Radial Velocity,528.07000000,1.167000,0.819100,13.65000,,,,55.206356,31.826290,31.79,8.766,5130.00,0.79,0.70,HD 22781,HIP 17187,
HD 23079,b,Radial Velocity,738.45900000,1.650000,0.100000,2.61000,,,,54.929562,-52.915836,34.60,7.105,5960.00,1.13,1.11,HD 23079,HIP 17096,
HD 23127,b,Radial Velocity,1214.00000000,2.400000,0.440000,1.50000,,,,54.848495,-60.077843,89.13,8.550,5540.00,0.93,1.77,HD 23127,HIP 17054,
HD 231701,b,Radial Velocity,141.60000000,0.530000,0.100000,1.08000,,,,293.017334,16.474291,108.46,8.970,6210.00,1.22,1.34,HD 231701,HIP 96078,
HD 23596,b,Radial Velocity,1558.00000000,2.720000,0.314000,7.19000,,,,57.001556,40.530636,51.97,7.244,5860.00,1.10,1.63,HD 23596,HIP 17747,
HD 240210,b,Radial Velocity,501.75000000,1.330000,0.150000,6.90000,,,,347.621792,57.029456,,,,,,HD 240210,,
HD 240237,b,Radial Velocity,745.70000000,1.900000,0.400000,5.30000,,,,348.925934,58.043240,307.69,,,,,HD 240237,HIP 114840,
HD 25171,b,Radial Velocity,1845.00000000,3.020000,0.080000,0.95000,,,,58.956001,-65.186676,56.05,7.778,6210.00,1.22,1.20,HD 25171,HIP 18387,
HD 2638,b,Radial Velocity,3.44420000,0.044000,0.000000,0.48000,,,,7.499466,-5.764002,53.71,9.375,4930.00,0.74,1.01,HD 2638,HIP 2350,
HD 27442,b,Radial Velocity,423.84100000,1.180000,0.070000,1.28000,,,,64.120956,-59.302155,18.24,4.440,4540.00,,4.65,HD 27442,HIP 19921,
HD 27631,b,Radial Velocity,2220.00000000,,0.170000,1.70004,,,,64.939461,-41.960266,44.54,8.243,5650.00,0.98,0.97,HD 27631,HIP 20199,
HD 27894,b,Radial Velocity,17.99100000,0.122000,0.049000,0.62000,,,,65.196030,-59.410835,42.37,9.349,4760.00,0.71,0.90,HD 27894,HIP 20277,
HD 28185,b,Radial Velocity,383.00000000,1.030000,0.070000,5.70000,,,,66.609673,-10.550821,39.56,7.810,5510.00,0.92,1.12,HD 28185,HIP 20723,
HD 28254,b,Radial Velocity,1117.00000000,,,1.16000,,,,66.211273,-50.622192,56.18,7.684,5400.00,0.87,1.78,HD 28254,HIP 20606,
HD 285968,b,Radial Velocity,8.78360000,0.066000,0.000000,0.02650,,,,70.732407,18.958172,9.42,9.980,3500.00,0.44,0.51,HD 285968,HIP 21932,
HD 28678,b,Radial Velocity,387.10000000,1.240000,0.168000,1.70000,,,,67.856056,4.575287,168.92,8.440,4850.00,0.73,5.15,HD 28678,HIP 21109,
HD 290327,b,Radial Velocity,2443.00000000,,,2.54000,,,,80.839851,-2.277619,54.92,8.944,5310.00,0.84,1.02,HD 290327,HIP 25191,
HD 30177,b,Radial Velocity,2819.65400000,3.860000,0.300000,9.17000,,,,70.476555,-58.020756,54.71,8.374,5260.00,0.83,1.35,HD 30177,HIP 21850,
HD 30562,b,Radial Velocity,1157.00000000,2.300000,0.760000,1.29000,,,,72.151604,-5.674045,26.50,5.780,5820.00,1.07,1.66,HD 30562,HIP 22336,
HD 30856,b,Radial Velocity,912.00000000,2.000000,0.240000,1.80000,,,,72.574425,-24.368839,121.07,7.911,4920.00,,4.50,HD 30856,HIP 22491,
HD 31253,b,Radial Velocity,466.00000000,1.260000,0.300000,0.50000,,,,73.681892,12.352201,53.82,7.133,5960.00,1.13,1.71,HD 31253,HIP 22826,
HD 31527,b,Radial Velocity,16.54600000,0.125300,0.130000,0.03630,,,,73.909927,-23.241880,38.01,7.484,5930.00,1.12,1.04,HD 31527,HIP 22905,
HD 31527,c,Radial Velocity,51.28400000,0.266500,0.110000,0.04980,,,,73.909927,-23.241880,38.01,7.484,5930.00,1.12,1.04,HD 31527,HIP 22905,
HD 31527,d,Radial Velocity,274.49000000,0.818100,0.380000,0.05190,,,,73.909927,-23.241880,38.01,7.484,5930.00,1.12,1.04,HD 31527,HIP 22905,
HD 32518,b,Radial Velocity,157.54000000,0.590000,0.010000,3.04000,,,,77.403000,69.639404,117.37,6.421,4640.00,,10.51,HD 32518,HIP 24003,
HD 330075,b,Radial Velocity,3.36900000,0.043000,0.000000,0.76000,,,,237.407043,-49.963524,50.20,9.334,5050.00,0.77,0.90,HD 330075,HIP 77517,
HD 33142,b,Radial Velocity,326.60000000,1.060000,0.220000,1.30000,,,,76.898087,-13.986480,136.80,7.956,4950.00,,4.90,HD 33142,HIP 23844,
HD 33283,b,Radial Velocity,18.17900000,0.168000,0.480000,0.33000,,,,77.004219,-26.797472,86.88,8.051,5810.00,1.06,1.92,HD 33283,HIP 23889,
HD 33564,b,Radial Velocity,388.00000000,1.100000,0.340000,9.10000,,,,80.639717,79.231148,20.98,5.084,6370.00,1.27,1.47,HD 33564,HIP 25110,
HD 34445,b,Radial Velocity,1049.00000000,2.070000,0.270000,0.79000,,,,79.420746,7.353343,45.01,7.328,5750.00,1.04,1.43,HD 34445,HIP 24681,
HD 3651,b,Radial Velocity,62.21800000,0.295000,0.596000,0.22900,,,,9.840858,21.250473,11.11,5.860,5160.00,0.80,0.92,HD 3651,HIP 3093,
HD 37124,b,Radial Velocity,154.46000000,0.530000,0.055000,0.61000,,,,84.260361,20.730787,33.24,7.650,5580.00,0.94,0.98,HD 37124,HIP 26381,
HD 37124,c,Radial Velocity,2295.00000000,3.190000,0.200000,0.68300,,,,84.260361,20.730787,33.24,7.650,5580.00,0.94,0.98,HD 37124,HIP 26381,
HD 37124,d,Radial Velocity,843.60000000,1.640000,0.140000,0.62400,,,,84.260361,20.730787,33.24,7.650,5580.00,0.94,0.98,HD 37124,HIP 26381,
HD 37605,b,Radial Velocity,55.00000000,0.250000,0.677000,2.30000,,,,85.007210,6.060579,42.88,8.661,5130.00,0.79,1.00,HD 37605,HIP 26664,
HD 38283,b,Radial Velocity,363.20000000,1.020000,0.410000,0.34000,,,,84.258408,-73.699341,37.78,6.696,6020.00,1.16,1.43,HD 38283,HIP 26380,
HD 38529,b,Radial Velocity,14.30900000,0.129000,0.290000,0.78000,,,,86.645470,1.168193,42.43,5.950,5330.00,,3.09,HD 38529,HIP 27253,
HD 38529,c,Radial Velocity,2174.30000000,3.680000,0.360000,12.70000,,,,86.645470,1.168193,42.43,5.950,5330.00,,3.09,HD 38529,HIP 27253,
HD 38801,b,Radial Velocity,696.30000000,1.700000,0.000000,10.70000,,,,86.996567,-8.327700,99.40,8.269,5100.00,0.78,2.81,HD 38801,HIP 27384,
HD 38858,b,Radial Velocity,407.15000000,1.037600,0.270000,0.09610,,,,87.145584,-4.094648,15.56,5.970,5750.00,1.04,0.92,HD 38858,HIP 27435,
HD 39091,b,Radial Velocity,2063.81800000,3.290000,0.620000,10.35000,,,,84.291214,-80.469124,18.21,5.650,5890.00,1.11,1.18,HD 39091,HIP 26394,
HD 39194,b,Radial Velocity,5.63630000,0.051900,0.200000,0.01170,,,,86.132996,-70.143570,25.59,8.075,5390.00,0.87,0.68,HD 39194,HIP 27080,
HD 39194,c,Radial Velocity,14.02500000,0.095400,0.110000,0.01870,,,,86.132996,-70.143570,25.59,8.075,5390.00,0.87,0.68,HD 39194,HIP 27080,
HD 39194,d,Radial Velocity,33.94100000,0.172000,0.200000,0.01620,,,,86.132996,-70.143570,25.59,8.075,5390.00,0.87,0.68,HD 39194,HIP 27080,
HD 40307,b,Radial Velocity,4.31150000,0.047000,0.000000,0.01320,,,,88.517670,-60.023472,12.83,7.150,4920.00,0.74,0.68,HD 40307,HIP 27887,
HD 40307,c,Radial Velocity,9.62000000,0.081000,0.000000,0.02160,,,,88.517670,-60.023472,12.83,7.150,4920.00,0.74,0.68,HD 40307,HIP 27887,
HD 40307,d,Radial Velocity,20.46000000,0.134000,0.000000,0.02880,,,,88.517670,-60.023472,12.83,7.150,4920.00,0.74,0.68,HD 40307,HIP 27887,
HD 40979,b,Radial Velocity,267.20000000,0.811000,0.230000,3.32000,,,,91.124763,44.260445,33.33,6.735,6050.00,1.17,1.23,HD 40979,HIP 28767,
HD 41004 A,b,Radial Velocity,963.00000000,1.640000,0.390000,2.54000,,,,89.956871,-48.239693,43.03,8.621,5130.00,0.79,1.02,HD 41004A,HIP 28393A,
HD 41004 B,b,Radial Velocity,1.32830000,0.017700,0.081000,18.37000,,,,89.956886,-48.239841,43.03,,,,,HD 41004B,HIP 28393B,
HD 4113,b,Radial Velocity,526.62000000,1.280000,0.903000,1.56000,,,,10.802486,-37.982632,44.05,7.881,5480.00,0.91,1.22,HD 4113,HIP 3391,
HD 4203,b,Radial Velocity,431.88000000,1.164000,0.519000,2.07000,,,,11.171676,20.448927,77.82,8.687,5390.00,0.87,1.56,HD 4203,HIP 3502,
HD 4208,b,Radial Velocity,829.00000000,1.700000,0.040000,0.80000,,,,11.111043,-26.515680,32.70,7.783,5630.00,0.97,0.89,HD 4208,HIP 3479,
HD 4308,b,Radial Velocity,15.60900000,0.118000,0.270000,0.04050,,,,11.163615,-65.649521,21.85,6.560,5720.00,1.02,1.00,HD 4308,HIP 3497,
HD 4313,b,Radial Velocity,356.00000000,1.190000,0.041000,2.30000,,,,11.418160,7.845021,131.41,7.822,4910.00,,5.13,HD 4313,HIP 3574,
HD 43197,b,Radial Velocity,327.80000000,,,0.60000,,,,93.398590,-29.897270,54.94,8.953,5200.00,0.81,1.08,HD 43197,HIP 29550,
HD 43691,b,Radial Velocity,36.96000000,0.240000,0.140000,2.49000,,,,94.894485,41.092304,93.20,8.024,6010.00,1.15,1.92,HD 43691,HIP 30057,
HD 43848,b,Radial Velocity,2371.00000000,3.400000,0.690000,25.00000,,,,94.130676,-40.531860,37.05,8.595,4910.00,0.74,1.01,HD 43848,HIP 29804,
HD 44219,b,Radial Velocity,472.00000000,,,0.58000,,,,95.059677,-10.725009,50.43,7.698,5680.00,0.99,1.39,HD 44219,HIP 30114,
HD 45184,b,Radial Velocity,5.88720000,0.063800,0.300000,0.04000,,,,96.182831,-28.780113,22.04,6.390,5820.00,1.07,1.04,HD 45184,HIP 30503,
HD 45350,b,Radial Velocity,890.76000000,1.920000,0.778000,1.79000,,,,97.190460,38.962963,48.95,7.885,5430.00,0.88,1.39,HD 45350,HIP 30860,
HD 45364,b,Radial Velocity,226.93000000,0.681300,0.168400,0.18720,,,,96.410316,-31.480953,32.58,8.062,5400.00,0.88,0.86,HD 45364,HIP 30579,
HD 45364,c,Radial Velocity,342.85000000,0.897200,0.097400,0.65790,,,,96.410316,-31.480953,32.58,8.062,5400.00,0.88,0.86,HD 45364,HIP 30579,
HD 45652,b,Radial Velocity,43.60000000,0.230000,0.380000,0.47000,,,,97.304962,10.933891,36.14,8.127,5190.00,0.81,1.04,HD 45652,HIP 30905,
HD 46375,b,Radial Velocity,3.02400000,0.041000,0.040000,0.24900,,,,98.302597,5.462925,33.41,7.912,5080.00,0.78,1.13,HD 46375,HIP 31246,
HD 47186,b,Radial Velocity,4.08450000,0.050000,0.038000,0.07167,,,,99.036613,-27.622297,37.84,7.626,5460.00,0.90,1.19,HD 47186,HIP 31540,
HD 47186,c,Radial Velocity,1353.60000000,2.395000,0.249000,0.35061,,,,99.036613,-27.622297,37.84,7.626,5460.00,0.90,1.19,HD 47186,HIP 31540,
HD 47536,b,Radial Velocity,430.00000000,,0.200000,5.00000,,,,99.448410,-32.339733,121.36,5.280,4350.00,,24.06,HD 47536,HIP 31688,
HD 47536,c,Radial Velocity,2500.00000000,,,7.00000,,,,99.448410,-32.339733,121.36,5.280,4350.00,,24.06,HD 47536,HIP 31688,
HD 48265,b,Radial Velocity,700.00000000,1.510000,0.180000,1.16000,,,,100.007195,-48.541954,87.41,8.032,5410.00,0.88,2.34,HD 48265,HIP 31895,
HD 49674,b,Radial Velocity,4.94370000,0.058000,0.230000,0.11500,,,,102.877151,40.867756,40.73,8.097,5470.00,0.90,1.03,HD 49674,HIP 32916,
HD 50499,b,Radial Velocity,2582.70000000,3.860000,0.230000,1.71000,,,,103.008438,-33.915562,47.26,7.195,5820.00,1.07,1.54,HD 50499,HIP 32970,
HD 50554,b,Radial Velocity,1279.00000000,2.380000,0.420000,4.90000,,,,103.678436,24.245558,31.03,6.844,6010.00,1.15,1.10,HD 50554,HIP 33212,
HD 51608,b,Radial Velocity,14.07000000,0.105900,0.150000,0.04130,,,,103.713921,-55.259327,34.07,8.155,5330.00,0.85,0.90,HD 51608,HIP 33229,
HD 51608,c,Radial Velocity,95.41500000,0.379100,0.410000,0.05650,,,,103.713921,-55.259327,34.07,8.155,5330.00,0.85,0.90,HD 51608,HIP 33229,
HD 52265,b,Radial Velocity,118.96000000,0.490000,0.290000,1.13000,,,,105.075150,-5.367162,28.07,6.300,6000.00,1.15,1.29,HD 52265,HIP 33719,
HD 5319,b,Radial Velocity,675.00000000,1.750000,0.120000,1.94000,,,,13.755836,0.789553,100.00,8.047,4820.00,,3.73,HD 5319,HIP 4297,
HD 5388,b,Radial Velocity,777.00000000,,,1.96000,,,,13.799541,-47.405964,53.28,6.722,6330.00,1.27,1.78,HD 5388,HIP 4311,
HD 5608,b,Radial Velocity,792.60000000,1.900000,0.190000,1.40000,,,,14.559246,33.950886,58.17,5.980,4854.00,1.55,5.50,HD 5608,HIP 4552,
HD 5891,b,Radial Velocity,177.11000000,0.760000,0.066000,7.60000,,,,15.138300,20.292484,150.60,8.114,4840.00,,5.37,HD 5891,HIP 4715,
HD 59686,b,Radial Velocity,303.00000000,0.911000,0.000000,5.25000,,,,112.951653,17.086046,92.51,5.442,4600.00,,13.40,HD 59686,HIP 36616,
HD 60532,b,Radial Velocity,201.83000000,0.770000,0.278000,3.15480,,20.000,,113.513252,-22.296066,25.70,4.450,6240.00,1.24,2.52,HD 60532,HIP 36795,
HD 60532,c,Radial Velocity,607.06000000,1.580000,0.038000,7.46340,,20.000,,113.513252,-22.296066,25.70,4.450,6240.00,1.24,2.52,HD 60532,HIP 36795,
HD 62509,b,Radial Velocity,589.64000000,1.690000,0.020000,2.90000,,,,116.328957,28.026199,10.34,1.140,4840.00,,9.15,HD 62509,HIP 37826,
HD 63454,b,Radial Velocity,2.81782200,0.036000,0.000000,0.38000,,,,114.841049,-78.278969,35.80,9.362,4730.00,0.70,0.78,HD 63454,HIP 37284,
HD 63765,b,Radial Velocity,358.00000000,0.940000,0.240000,0.64000,,,,116.957161,-54.264145,32.62,8.104,5430.00,0.89,0.84,HD 63765,HIP 38041,
HD 6434,b,Radial Velocity,22.09000000,0.150000,0.300000,0.48000,,,,16.167295,-39.488216,40.32,7.730,5890.00,1.11,1.00,HD 6434,HIP 5054,
HD 65216,b,Radial Velocity,613.10000000,1.370000,0.410000,1.21000,,,,118.422173,-63.647324,35.59,7.964,5590.00,0.95,0.90,HD 65216,HIP 38558,
HD 65216,c,Radial Velocity,5542.00000000,,0.150000,2.24029,,,,118.422173,-63.647324,35.59,7.964,5590.00,0.95,0.90,HD 65216,HIP 38558,
HD 66428,b,Radial Velocity,1973.00000000,3.180000,0.465000,2.82000,,,,120.869438,-1.162709,55.04,8.258,5530.00,0.93,1.25,HD 66428,HIP 39417,
HD 6718,b,Radial Velocity,2496.00000000,,,1.65000,,,,16.952761,-8.233706,55.01,8.450,5760.00,1.04,1.03,HD 6718,HIP 5301,
HD 68988,b,Radial Velocity,6.27600000,0.071000,0.140000,1.90000,,,,124.592384,61.460724,58.82,8.188,5720.00,1.02,1.27,HD 68988,HIP 40687,
HD 69830,b,Radial Velocity,8.66700000,0.078500,0.100000,0.03300,,,,124.599777,-12.632174,12.58,6.000,5390.00,0.87,0.87,HD 69830,HIP 40693,
HD 69830,c,Radial Velocity,31.56000000,0.186000,0.130000,0.03800,,,,124.599777,-12.632174,12.58,6.000,5390.00,0.87,0.87,HD 69830,HIP 40693,
HD 69830,d,Radial Velocity,197.00000000,0.630000,0.070000,0.05800,,,,124.599777,-12.632174,12.58,6.000,5390.00,0.87,0.87,HD 69830,HIP 40693,
HD 70573,b,Radial Velocity,851.80000000,1.760000,0.400000,6.10000,,,,125.708135,1.859323,,11.424,4990.00,0.51,,HD 70573,,
HD 70642,b,Radial Velocity,2231.00000000,3.300000,0.100000,2.00000,,,,125.367233,-39.705410,28.76,7.180,5530.00,,1.08,HD 70642,HIP 40952,
HD 7199,b,Radial Velocity,615.00000000,1.360000,0.190000,0.29000,,,,17.696762,-66.188164,35.88,8.027,5130.00,0.79,1.12,HD 7199,HIP 5529,
HD 72659,b,Radial Velocity,3177.40000000,4.160000,0.200000,2.96000,,,,128.513290,-1.568217,51.36,7.465,5850.00,1.09,1.46,HD 72659,HIP 42030,
HD 73256,b,Radial Velocity,2.54858000,0.037000,0.030000,1.87000,,,,129.095901,-30.037626,36.52,8.059,5330.00,0.85,1.01,HD 73256,HIP 42214,
HD 73267,b,Radial Velocity,1260.00000000,2.198000,0.256000,3.06000,,,,129.074066,-34.459980,53.05,8.870,5300.00,0.84,1.02,HD 73267,HIP 42202,
HD 73526,b,Radial Velocity,188.30000000,0.660000,0.190000,2.90000,,,,129.318680,-41.319103,94.61,8.971,5460.00,0.90,1.60,HD 73526,HIP 42282,
HD 73526,c,Radial Velocity,377.80000000,1.050000,0.140000,2.50000,,,,129.318680,-41.319103,94.61,8.971,5460.00,0.90,1.60,HD 73526,HIP 42282,
HD 73534,b,Radial Velocity,1800.00000000,3.150000,0.046000,1.15000,,,,129.815842,12.960376,96.99,8.237,4890.00,,3.17,HD 73534,HIP 42446,
HD 74156,b,Radial Velocity,51.65000000,0.294000,0.640000,1.88000,,,,130.604675,4.578097,64.56,7.614,5960.00,1.12,1.64,HD 74156,HIP 42723,
HD 74156,c,Radial Velocity,2476.00000000,3.850000,0.430000,8.03000,,,,130.604675,4.578097,64.56,7.614,5960.00,1.12,1.64,HD 74156,HIP 42723,
HD 74156,d,Radial Velocity,346.60000000,1.010000,0.250000,0.39600,,,,130.604675,4.578097,64.56,7.614,5960.00,1.12,1.64,HD 74156,HIP 42723,
HD 7449,b,Radial Velocity,1275.00000000,2.300000,0.820000,1.11000,,,,18.622173,-5.047387,38.52,7.483,5910.00,1.11,1.06,HD 7449,HIP 5806,
HD 7449,c,Radial Velocity,4046.00000000,4.960000,0.530000,2.00000,,,,18.622173,-5.047387,38.52,7.483,5910.00,1.11,1.06,HD 7449,HIP 5806,
HD 75289,b,Radial Velocity,3.51000000,0.046000,0.054000,0.42000,,,,131.918289,-41.736794,28.94,6.370,5960.00,1.13,1.30,HD 75289,HIP 43177,
HD 75898,b,Radial Velocity,418.20000000,1.190000,0.100000,2.51000,,,,133.461685,33.056812,80.58,8.033,5770.00,1.05,1.83,HD 75898,HIP 43674,
HD 76700,b,Radial Velocity,3.97100000,0.049000,0.130000,0.19700,,,,133.481308,-66.800995,59.70,8.155,5490.00,0.91,1.45,HD 76700,HIP 43686,
HD 77338,b,Radial Velocity,5.73610000,0.061400,0.090000,0.05000,,,,135.302063,-25.527061,41.27,8.591,5370.00,0.93,0.88,HD 77338,HIP 44291,
HD 7924,b,Radial Velocity,5.39780000,0.057000,0.170000,0.02900,,,,20.496313,76.710281,16.82,7.167,5160.00,0.80,0.77,HD 7924,HIP 6379,
HD 79498,b,Radial Velocity,1966.10000000,3.130000,0.590000,1.34000,,,,138.789169,23.375549,48.64,8.020,5540.00,0.93,1.23,HD 79498,HIP 45406,
HD 80606,b,Radial Velocity,111.43570000,0.449000,0.933200,3.94000,4.82800,89.320,,140.656540,50.603722,29.04,9.001,5645.00,0.97,0.98,HD 80606,HIP 45982,10.985
HD 81040,b,Radial Velocity,1001.70000000,1.940000,0.526000,6.86000,,,,140.946198,20.364454,32.56,7.716,5670.00,0.99,0.89,HD 81040,HIP 46076,
HD 81688,b,Radial Velocity,184.02000000,0.810000,0.000000,2.70000,,,,142.166626,45.601482,88.26,5.393,4850.00,,10.96,HD 81688,HIP 46471,
